driverid,first_name,last_name,email,password,phone_number,city,seats,average_shift_length
abf5a5b2-c4cf-4af2-8dea-73616709c4a0,Carl,Parker,CarlParker@gmail.com,1!ZionTF,425-762-255,Everett,5,560.7697681042359
6870a7e7-4854-4c33-8570-b10b06a96d1c,David,Ward,DavidWard@gmail.com,1!ZionTF,206-439-173,Seattle,2,499.552708818176
6ccdd5f7-4c66-428b-9ae4-4509c83f0a8d,Monica,Lyons,MonicaLyons@gmail.com,1!ZionTF,253-296-895,Tacoma,4,571.1767159707204
9b5a5849-2775-4686-ac5b-d1b2a31bfee5,Marie,Gilbert,MarieGilbert@gmail.com,1!ZionTF,206-989-564,Seattle,2,570.7762705116905
089fdd90-2bef-45ce-87f7-ff62dbe10593,Andrea,Bradley,AndreaBradley@gmail.com,1!ZionTF,425-371-188,Bellevue,3,542.9145061696688
bc5da0fd-bc81-4437-8f6b-780b9982011d,Karen,Webb,KarenWebb@gmail.com,1!ZionTF,253-155-768,Tacoma,2,470.11279135246855
ddb56137-b478-4926-a8d7-cf9a03f214af,David,Black,DavidBlack@gmail.com,1!ZionTF,425-312-486,Everett,2,429.553571982862
915ca0d6-11c9-4f31-82ca-8a7619f5b014,Bobby,Freeman,BobbyFreeman@gmail.com,1!ZionTF,253-217-667,Tacoma,5,180.68627965293555
2e77b96f-f354-4dd8-bc9b-ab5e2c28b2d7,Mary,Walker,MaryWalker@gmail.com,1!ZionTF,206-913-481,Seattle,2,322.92730210764927
a8d11976-f859-4688-8c36-2e53a48d9380,Kimberly,Case,KimberlyCase@gmail.com,1!ZionTF,206-567-334,Seattle,3,431.1644958884172
42c5d3ae-2344-44a0-8b24-0d9a4bc62b6b,Gregory,Hull,GregoryHull@gmail.com,1!ZionTF,425-811-641,Bellevue,5,137.58535050950843
e7354e1c-f68a-4510-8fe8-7b7a59200576,Michael,Robles,MichaelRobles@gmail.com,1!ZionTF,206-625-448,Seattle,3,312.57826998212215
d5658384-f8ff-4cd8-80ba-2afe1e63a3e6,Daryl,Griffin,DarylGriffin@gmail.com,1!ZionTF,253-759-887,Tacoma,2,121.42495701792718
5ef39f43-d29e-49e9-a4e6-64151ee5e257,David,Wilson,DavidWilson@gmail.com,1!ZionTF,253-682-137,Tacoma,2,570.7526376974625
4173e788-866b-4706-9323-73c6a5ad227e,Sydney,Cox,SydneyCox@gmail.com,1!ZionTF,253-862-643,Tacoma,2,440.53157799222146
a659bcfb-77fb-4481-b4f7-671bd4e5485f,John,Lee,JohnLee@gmail.com,1!ZionTF,253-551-995,Tacoma,2,552.4113794521264
dffe3eac-203e-4175-a8e2-c5a738456667,Douglas,Harris,DouglasHarris@gmail.com,1!ZionTF,425-411-419,Bellevue,4,573.9394938871717
6baa717f-8728-495e-8b60-cae28d5084c5,Chad,Mendoza,ChadMendoza@gmail.com,1!ZionTF,425-793-438,Bellevue,5,108.06626341963224
e9b9cd9e-6254-4cda-b715-834e2277c804,Mary,Goodman,MaryGoodman@gmail.com,1!ZionTF,425-799-133,Bellevue,5,327.61612183655194
7ecb1c21-dcba-4234-9610-e1efbe17a60b,Richard,Allen,RichardAllen@gmail.com,1!ZionTF,206-474-426,Seattle,4,430.2869298007052
b8becaeb-04b1-4ba1-ac7e-c4d028986e5e,Katherine,Rivera,KatherineRivera@gmail.com,1!ZionTF,425-488-776,Everett,4,381.71459734571414
656c3e90-58a1-4dbb-9c48-cde33f646377,Donna,Rogers,DonnaRogers@gmail.com,1!ZionTF,425-432-169,Bellevue,3,573.3193862033563
2fd10ab6-dde5-422d-99ca-f872a3edacf7,Paul,Le,PaulLe@gmail.com,1!ZionTF,253-731-953,Tacoma,3,54.555983433916644
04222035-a46a-4abd-a95b-919e02362dfc,Sarah,Knight,SarahKnight@gmail.com,1!ZionTF,206-491-961,Seattle,3,513.7291177475307
c986e230-4d91-46af-80de-07ef62ebff3d,Mark,Owens,MarkOwens@gmail.com,1!ZionTF,425-632-748,Bellevue,4,574.8053622503106
a5c0d922-58bc-497e-944b-642bd0134e81,Matthew,Pacheco,MatthewPacheco@gmail.com,1!ZionTF,425-443-253,Bellevue,2,450.573550165888
4d937c29-d508-4267-93e1-b138e78208ba,Kimberly,Sullivan,KimberlySullivan@gmail.com,1!ZionTF,253-863-549,Tacoma,4,442.8736739788286
b7a3417f-8567-47c4-bca3-17b4f5724670,Kimberly,Garcia,KimberlyGarcia@gmail.com,1!ZionTF,425-625-826,Bellevue,3,524.9878496280758
0d1cf298-2ad6-4147-b9d5-e5fe13f2fc8e,Ashley,Patel,AshleyPatel@gmail.com,1!ZionTF,253-685-633,Tacoma,2,459.6413953361433
8e7b0a4f-63d0-4416-ac8b-452348f62601,Courtney,Wiley,CourtneyWiley@gmail.com,1!ZionTF,206-963-398,Seattle,2,236.94465101386368
37ba0cc5-05a0-48c1-bdd2-db945078bd0e,Kathleen,Smith,KathleenSmith@gmail.com,1!ZionTF,425-162-692,Bellevue,5,188.50476699880434
feab3927-01f1-4b72-852e-a9d31741c6cc,Benjamin,Case,BenjaminCase@gmail.com,1!ZionTF,206-489-319,Seattle,4,244.33687479994427
30b4ae57-a5bf-47be-bf07-45f6a20c77ff,Dawn,Stewart,DawnStewart@gmail.com,1!ZionTF,206-286-627,Seattle,2,463.98207047328685
719f6c64-0299-4995-a000-ae3539d78f2b,Ashley,Bush,AshleyBush@gmail.com,1!ZionTF,425-448-113,Bellevue,2,51.14978523455533
6ca1f7b5-c4a1-4792-9b3c-951095eb3ae9,Rachel,Rush,RachelRush@gmail.com,1!ZionTF,425-853-365,Bellevue,3,194.85831017454245
73c678cd-e782-4a88-80ad-65295efdd485,Jason,Johnson,JasonJohnson@gmail.com,1!ZionTF,425-857-371,Everett,5,262.3699271304933
af6d65bf-3cbf-4cc9-af1f-c00d44fd63fe,Joseph,Allen,JosephAllen@gmail.com,1!ZionTF,425-525-429,Everett,3,571.2392450334696
34d9b6dc-b337-4f4e-b5ef-bd52c241dee0,Valerie,Hays,ValerieHays@gmail.com,1!ZionTF,206-419-222,Seattle,2,345.1000941942671
3e63d84a-070a-48ca-9e72-ca3a3e5505f3,Michael,Flores,MichaelFlores@gmail.com,1!ZionTF,206-867-245,Seattle,2,71.1064268556494
f72aaf73-78ed-4b62-a0ad-2723984b094f,William,Mullen,WilliamMullen@gmail.com,1!ZionTF,425-338-826,Everett,5,269.5081704681039
7d6000ff-6492-4d7d-b123-aabbbfc4d8f5,Gabriela,Lyons,GabrielaLyons@gmail.com,1!ZionTF,253-923-497,Tacoma,5,208.36128736924644
aa53f28f-e2c5-4688-bdba-d468dd21912c,David,Baldwin,DavidBaldwin@gmail.com,1!ZionTF,425-318-549,Bellevue,3,118.34947235679958
cacbe79b-1e95-4e63-9e83-f5dd617b4282,Andrea,Gardner,AndreaGardner@gmail.com,1!ZionTF,206-968-296,Seattle,5,420.7519916784342
78bb85a5-d726-4b73-a284-7ad5a7bd39e4,Melissa,Harris,MelissaHarris@gmail.com,1!ZionTF,425-786-269,Bellevue,5,430.4193625645158
197ab6ba-90c3-4c31-8783-95af3de08de0,Katie,Gaines,KatieGaines@gmail.com,1!ZionTF,253-745-692,Tacoma,5,273.41928850358914
88fe8391-e2a5-40df-9b9f-abc985e39917,Justin,West,JustinWest@gmail.com,1!ZionTF,425-891-844,Everett,4,413.2895520809862
6e5ca145-7785-4377-ad40-d6aa78101cef,Daisy,Taylor,DaisyTaylor@gmail.com,1!ZionTF,253-526-131,Tacoma,2,455.08216293416444
aeab7422-8e5b-4c49-ad58-6c6de53d48d3,Robin,Perez,RobinPerez@gmail.com,1!ZionTF,206-656-485,Seattle,3,477.9532778259549
91cb9404-a752-44b9-8665-9e8e6d240e68,Jacqueline,Martinez,JacquelineMartinez@gmail.com,1!ZionTF,253-375-657,Tacoma,3,205.28227370101743
a0a07135-fc91-4b9b-bbaf-f0f6a5410876,Katrina,Frazier,KatrinaFrazier@gmail.com,1!ZionTF,425-396-864,Bellevue,3,289.43139477253436
7e416827-7688-4411-a552-f2b874b51d18,Joshua,King,JoshuaKing@gmail.com,1!ZionTF,425-249-261,Everett,5,486.62577747674635
fd74eaa8-9e2f-45bf-8e27-33b4a7133422,Molly,Lucas,MollyLucas@gmail.com,1!ZionTF,253-215-867,Tacoma,5,243.12371987060013
659c2769-d6c9-4660-9db5-2ea79973d9f0,Michele,Morales,MicheleMorales@gmail.com,1!ZionTF,206-594-755,Seattle,3,312.446254085479
11f9a5dd-5992-498f-8629-04713ced4e2c,Gina,Allison,GinaAllison@gmail.com,1!ZionTF,206-299-666,Seattle,4,176.23635064789605
c184908d-6ea8-4550-91d3-9b094a8c9bc1,Albert,Bailey,AlbertBailey@gmail.com,1!ZionTF,206-849-524,Seattle,2,54.567680601731915
ef01ac1c-6252-41d6-a06d-12c4a96e8db8,Andrea,Gonzalez,AndreaGonzalez@gmail.com,1!ZionTF,253-838-675,Tacoma,2,474.59030101018527
171400ee-f525-41cd-8c39-ea625eab1d7e,Dale,Buck,DaleBuck@gmail.com,1!ZionTF,253-561-478,Tacoma,3,62.5676481080675
e07508a0-37d4-41ad-a787-2a7affbac5ca,Kimberly,Mitchell,KimberlyMitchell@gmail.com,1!ZionTF,253-958-653,Tacoma,5,383.5812404722713
19d9ccd4-68e6-433e-978c-cdc2c11718f6,Amy,Rios,AmyRios@gmail.com,1!ZionTF,425-957-482,Bellevue,5,476.41727193667447
67d43444-a2d7-4274-8b2f-83d36a25509c,James,Walton,JamesWalton@gmail.com,1!ZionTF,206-184-635,Seattle,3,423.68685264955394
6235c370-fa5a-4ef1-98b7-527b40f1f21e,Molly,Buckley,MollyBuckley@gmail.com,1!ZionTF,253-137-665,Tacoma,4,396.67528125276544
b33788a5-8afe-4ba6-868b-e5af43bc880f,Robert,White,RobertWhite@gmail.com,1!ZionTF,425-131-765,Bellevue,4,44.979571880175875
8bf21184-5ee4-4bcd-862f-745f2024f587,Brittney,Black,BrittneyBlack@gmail.com,1!ZionTF,206-848-394,Seattle,4,172.45153774688578
0aa2c866-eb61-4914-961f-9514932ee42a,Rachel,Kaiser,RachelKaiser@gmail.com,1!ZionTF,425-749-226,Everett,2,187.3619216482465
45db3b71-d826-4fcb-b385-e6f71be37e12,Kelli,Gonzalez,KelliGonzalez@gmail.com,1!ZionTF,206-396-258,Seattle,5,399.3928229785105
b2444302-7f58-40b1-8d6b-40c405628fdc,Raven,Lawson,RavenLawson@gmail.com,1!ZionTF,206-335-483,Seattle,3,535.3437926649464
d3827387-a95f-4804-9e47-12ba3ddcc8e8,Michelle,Singh,MichelleSingh@gmail.com,1!ZionTF,253-824-915,Tacoma,3,273.9080304809243
2f2962ee-813b-43b4-bc41-0daefc57c7f2,Molly,Cochran,MollyCochran@gmail.com,1!ZionTF,425-535-479,Everett,4,525.0219809850518
f7424c8a-4e17-44c2-9fa2-5d285fe93e39,Danielle,Collins,DanielleCollins@gmail.com,1!ZionTF,206-539-794,Seattle,4,411.95755713037545
ed2cf32c-e58e-4d37-9774-cd29191e7c55,Ashley,Morrow,AshleyMorrow@gmail.com,1!ZionTF,206-276-428,Seattle,5,172.64465859780324
e4292838-ce9c-4871-bf1b-dfa58b384149,Kristina,Osborne,KristinaOsborne@gmail.com,1!ZionTF,425-146-972,Bellevue,4,492.4964432296831
b99afe39-1bde-4d99-9b49-bb305d0b4f7f,Jenna,Levy,JennaLevy@gmail.com,1!ZionTF,253-278-373,Tacoma,3,209.32643266667858
09dbf6eb-a188-4109-ab44-0e7be6b428a6,Lynn,Jackson,LynnJackson@gmail.com,1!ZionTF,425-968-473,Everett,2,308.38568303515734
82cf37a4-31ef-4b48-bb97-1f162f38a73a,Shannon,Garcia,ShannonGarcia@gmail.com,1!ZionTF,206-519-917,Seattle,4,488.59287725105
13c304a4-e4c1-4eca-8ce7-1ed2b3beed1f,Jennifer,Hendrix,JenniferHendrix@gmail.com,1!ZionTF,425-913-424,Bellevue,4,468.13297300865366
ca95df79-bf14-4366-a260-3b8f8b28fde2,Kyle,Lozano,KyleLozano@gmail.com,1!ZionTF,425-215-537,Bellevue,2,317.4185605491588
85a15eb6-4683-4b2c-b3d9-101f9090e818,Bryan,Alvarez,BryanAlvarez@gmail.com,1!ZionTF,253-773-481,Tacoma,4,474.3732406742958
731a2759-21ac-49b2-affb-3e2a05596be8,Ryan,Mcdaniel,RyanMcdaniel@gmail.com,1!ZionTF,253-132-218,Tacoma,2,527.1061209439533
d6edeeea-3d04-45c8-942f-645accba8a9d,Paul,Sims,PaulSims@gmail.com,1!ZionTF,206-296-916,Seattle,3,278.48584266161856
d1494ac9-b986-4d06-84b8-4c2b2ca1e5d9,Dennis,Collins,DennisCollins@gmail.com,1!ZionTF,425-972-792,Everett,5,109.86666052117646
8a2381a3-81c1-4266-b88f-10f7679ccd46,Scott,Francis,ScottFrancis@gmail.com,1!ZionTF,206-856-289,Seattle,2,350.51860948722646
05746f70-11e1-4f64-a6b3-4bf150c017e4,James,Lang,JamesLang@gmail.com,1!ZionTF,206-634-537,Seattle,5,475.1875324857761
8c8a9648-d483-424e-b15a-46eb00c4ef47,Sally,Blake,SallyBlake@gmail.com,1!ZionTF,425-897-864,Everett,3,182.86729960146934
6d4ec007-abf2-43e2-a898-53b8a98843b0,Rachel,Romero,RachelRomero@gmail.com,1!ZionTF,425-315-395,Bellevue,2,87.80110290834186
5f4aa305-68e6-411f-bf6b-a493ac8792cd,Timothy,Hayes,TimothyHayes@gmail.com,1!ZionTF,206-456-627,Seattle,5,180.56481527221672
65ea3311-8c2b-4aa1-bc3e-2363c3689b2c,Stanley,Price,StanleyPrice@gmail.com,1!ZionTF,206-165-996,Seattle,2,142.29883067296072
5560fdf2-d2f6-442e-a326-83d8b5f201c9,Michele,Johnson,MicheleJohnson@gmail.com,1!ZionTF,425-931-751,Everett,3,458.54992025405085
e4d53519-824d-462c-82ad-00547fd84c96,Jeff,Smith,JeffSmith@gmail.com,1!ZionTF,206-236-151,Seattle,4,328.2847459226773
a75ffb55-66b9-4f24-a276-4899a1040a1b,Brenda,Gomez,BrendaGomez@gmail.com,1!ZionTF,425-811-387,Everett,4,96.1989975255541
18a2699d-03df-4263-8da4-2f066f38f16b,Madeline,Whitney,MadelineWhitney@gmail.com,1!ZionTF,425-235-262,Everett,2,235.2951791502423
4c681026-a6a8-4e27-8788-ccc63fd6001d,Emily,Johnston,EmilyJohnston@gmail.com,1!ZionTF,425-294-454,Bellevue,2,47.63018084003741
ad0d6e59-63b0-4daa-ba1d-5004254d0a16,Amanda,Hart,AmandaHart@gmail.com,1!ZionTF,253-497-476,Tacoma,5,95.79883123640018
c1039aa8-7c17-4e6e-a416-b46780dbf1ad,Kathryn,Stanley,KathrynStanley@gmail.com,1!ZionTF,425-727-238,Everett,2,564.9425688619691
eb04383f-def9-4a38-a78a-a85e0f42adf3,Daniel,Castro,DanielCastro@gmail.com,1!ZionTF,253-899-678,Tacoma,3,396.76244252222244
bde14406-5ba9-462d-9c68-98363ed27e86,Chad,Price,ChadPrice@gmail.com,1!ZionTF,425-443-896,Bellevue,4,482.6337757020742
5f5e56b6-01f1-414e-9d3c-0e049182418b,Kaitlyn,Barton,KaitlynBarton@gmail.com,1!ZionTF,206-717-712,Seattle,5,423.99507446028434
5dfe6c73-7637-458e-9407-78426be553a7,Daniel,Miller,DanielMiller@gmail.com,1!ZionTF,425-411-412,Bellevue,4,520.7096896745579
8f04326c-21be-483a-bc34-fcd473b2fe62,Erin,Thomas,ErinThomas@gmail.com,1!ZionTF,253-264-362,Tacoma,4,505.15900615676765
fcc8dfd7-b06c-42a8-bcfd-07eea39073ad,Christian,Proctor,ChristianProctor@gmail.com,1!ZionTF,253-576-177,Tacoma,5,528.2276794903019
99237cd5-c1e5-4262-93d0-bbb1e558a320,Lori,Gallagher,LoriGallagher@gmail.com,1!ZionTF,425-249-722,Bellevue,3,425.5242171271577
708b880b-1722-4e0b-92b1-0cd467baa77e,James,Mejia,JamesMejia@gmail.com,1!ZionTF,425-848-741,Bellevue,5,535.9305618241486
91fb8061-ee4b-4779-af32-d10b745a9e32,Brianna,Smith,BriannaSmith@gmail.com,1!ZionTF,425-896-223,Everett,3,249.0966143284367
69a995c0-24a0-44e5-a166-e9ca62768c57,Aaron,Noble,AaronNoble@gmail.com,1!ZionTF,206-334-428,Seattle,4,502.44438995632987
7f0eab24-400a-4327-8135-a3abfcbffbd7,Tony,Glover,TonyGlover@gmail.com,1!ZionTF,425-112-924,Everett,3,380.6937893707813
e0c94824-19f2-4eb8-b752-f6eee51f3866,Cindy,Wright,CindyWright@gmail.com,1!ZionTF,253-781-279,Tacoma,2,130.43686784901436
d4288339-4293-4453-96b4-85616abe16db,Taylor,Watkins,TaylorWatkins@gmail.com,1!ZionTF,253-494-335,Tacoma,3,474.6511484213054
6d449e94-adf8-47e6-8954-d5a63f24fcc6,Matthew,Alexander,MatthewAlexander@gmail.com,1!ZionTF,253-368-789,Tacoma,5,244.51054939523175
a9f6c9a8-85bf-4907-840e-ebd14e30c31d,Robert,Brown,RobertBrown@gmail.com,1!ZionTF,425-438-846,Everett,4,582.9529959007745
29ac0281-7f92-4f24-9774-8f5c4af7c8d3,Briana,Lynch,BrianaLynch@gmail.com,1!ZionTF,206-498-326,Seattle,3,444.50494276148487
f014ba79-2c38-4423-aa9f-6aa409261902,William,Gallegos,WilliamGallegos@gmail.com,1!ZionTF,253-447-834,Tacoma,5,488.4178890190931
9428393e-38df-4008-8fd7-3c76be29f2f4,Thomas,Pearson,ThomasPearson@gmail.com,1!ZionTF,253-898-895,Tacoma,4,533.4619906442331
5224a138-909f-43c9-a351-95747fabade2,Carla,Reyes,CarlaReyes@gmail.com,1!ZionTF,425-676-328,Bellevue,5,455.03374438526475
3c2982e2-a098-4fc2-9707-2aa86a64d43e,Michael,Odom,MichaelOdom@gmail.com,1!ZionTF,425-647-224,Everett,5,63.73900761434484
49752ba8-3560-4982-8536-9c19a6bd5c83,Andrea,Benitez,AndreaBenitez@gmail.com,1!ZionTF,253-636-481,Tacoma,5,454.11098876070247
30c105e1-171f-43ea-8f40-37b6676670f2,John,Barnes,JohnBarnes@gmail.com,1!ZionTF,253-984-835,Tacoma,3,394.8704907391211
298867d7-c76f-4220-947a-b81fabf92a5f,Frank,Frey,FrankFrey@gmail.com,1!ZionTF,425-481-237,Everett,2,241.11959248855558
204f4db6-e625-46f7-88cf-1855edcdb512,Jose,Gonzalez,JoseGonzalez@gmail.com,1!ZionTF,425-856-732,Bellevue,5,89.20825177815134
76bf504e-bc82-40f8-956c-862a171a3eb2,William,Martin,WilliamMartin@gmail.com,1!ZionTF,425-643-778,Everett,3,554.7411513961616
6418f2af-1093-462d-a0d8-b4cdd3a1769f,Michael,Payne,MichaelPayne@gmail.com,1!ZionTF,253-964-254,Tacoma,4,293.2858755154247
d40fcd27-30f3-4559-a5d9-89c1ed0ca120,Amber,Bailey,AmberBailey@gmail.com,1!ZionTF,206-662-221,Seattle,2,391.8423115872787
5c1533e4-4edd-4b11-a80c-c2e43a9ce052,Steven,Casey,StevenCasey@gmail.com,1!ZionTF,425-127-152,Bellevue,4,480.9119100336327
73940516-435c-4955-8015-889cb46b654d,Jessica,Hamilton,JessicaHamilton@gmail.com,1!ZionTF,425-623-949,Everett,3,99.78743518573157
8b3b0a96-43ff-493e-bd1f-3c4aa40f0da1,Bernard,Brown,BernardBrown@gmail.com,1!ZionTF,425-325-344,Everett,3,570.6763981872394
b1ee6a01-d986-40b1-bc10-a941dd88da1c,Margaret,Lambert,MargaretLambert@gmail.com,1!ZionTF,253-789-247,Tacoma,2,475.39761516890746
21089618-8ffd-4641-9e72-918b19c0d370,Samuel,Harris,SamuelHarris@gmail.com,1!ZionTF,206-492-723,Seattle,3,234.24294772180954
16f7b14c-dae2-495b-beef-05f17a25db44,Jonathan,Davidson,JonathanDavidson@gmail.com,1!ZionTF,425-949-326,Everett,3,454.4191604521007
36c9fa77-5950-4acf-84f9-23c10293d68c,Michael,Evans,MichaelEvans@gmail.com,1!ZionTF,425-683-225,Everett,2,375.05228028825513
71543959-f4f6-41ac-9679-1bc9556ba7dd,Noah,Ellis,NoahEllis@gmail.com,1!ZionTF,425-777-747,Everett,3,123.61713223907114
46adfe7b-4659-481f-89c4-5b1dc910659f,Stephanie,Wilson,StephanieWilson@gmail.com,1!ZionTF,425-737-124,Everett,4,99.15483322018265
b6019d3b-84d7-4702-9647-86401181f378,Jamie,Dennis,JamieDennis@gmail.com,1!ZionTF,253-477-255,Tacoma,5,187.06263878642318
c74fda04-79a4-4ab8-b38c-243060570a44,William,Andrews,WilliamAndrews@gmail.com,1!ZionTF,206-455-879,Seattle,2,327.392699432572
f337a973-2e00-480c-8112-4fe4d15c3a57,Johnathan,Lee,JohnathanLee@gmail.com,1!ZionTF,206-197-321,Seattle,3,528.2617565310494
aa763cc6-2f02-46a1-9b9a-e812443f3fff,Philip,Ramirez,PhilipRamirez@gmail.com,1!ZionTF,253-897-765,Tacoma,4,245.74054791949573
1ba25417-fa97-4e9e-ae7e-98fcced82dc9,John,Jones,JohnJones@gmail.com,1!ZionTF,206-891-311,Seattle,4,179.9511994745733
3bb92cbc-97d7-404a-8019-6ac88d0f8191,Jon,Blair,JonBlair@gmail.com,1!ZionTF,425-694-217,Everett,3,529.4123348037715
ec0a2957-bb25-4637-aef4-9891e9062a9c,Robin,Wright,RobinWright@gmail.com,1!ZionTF,425-885-285,Everett,3,530.2170803477534
e1af071b-d10b-43fa-b258-56b52dd6b219,Anne,Miles,AnneMiles@gmail.com,1!ZionTF,425-749-676,Everett,4,102.82445964382033
7cd0bbde-baba-443c-8283-431d087a269c,Andrea,Robinson,AndreaRobinson@gmail.com,1!ZionTF,425-448-415,Bellevue,4,354.0138773305414
deaad3b3-058f-4611-96dc-df12f774e895,Jose,Morales,JoseMorales@gmail.com,1!ZionTF,206-814-962,Seattle,4,82.99734353108018
d0d8c9cb-f793-4c4e-9040-42ec40440c89,Jennifer,Jackson,JenniferJackson@gmail.com,1!ZionTF,425-761-566,Bellevue,2,82.56982587839175
0e8758c5-217c-46f1-9ea6-e9671f2d316d,Kaylee,Mcmahon,KayleeMcmahon@gmail.com,1!ZionTF,425-547-263,Everett,3,308.2968642978628
d7d1ed37-f5d9-4d1a-ae4e-ca58de1400cc,Diana,Gutierrez,DianaGutierrez@gmail.com,1!ZionTF,425-969-767,Bellevue,2,113.44753457662092
62fb7c74-536b-42b1-9529-51e90e971983,Sarah,Lopez,SarahLopez@gmail.com,1!ZionTF,206-629-994,Seattle,3,184.21615542589166
288358f2-42ed-4435-ae3c-8135e18671b3,Tiffany,Hart,TiffanyHart@gmail.com,1!ZionTF,425-419-858,Everett,5,387.76339492797445
2b2994e5-4ca9-4f69-96af-a8494f006437,Derrick,Taylor,DerrickTaylor@gmail.com,1!ZionTF,253-666-614,Tacoma,3,134.89218506205125
a2d1f74d-43f0-430f-87e3-19e521d7db0a,Maria,Jones,MariaJones@gmail.com,1!ZionTF,425-753-565,Everett,2,362.08386116244964
b25b903c-2033-42b2-a00d-ace5d8fd2c39,Victor,Miller,VictorMiller@gmail.com,1!ZionTF,206-561-843,Seattle,4,303.42194833578316
9f27a53c-30ca-42d8-9c55-ebbd70d5e7a2,Victor,Johnson,VictorJohnson@gmail.com,1!ZionTF,425-116-668,Everett,3,508.8483243685834
53a15a62-0793-46f3-991a-ccef0ebd8b70,Mark,Townsend,MarkTownsend@gmail.com,1!ZionTF,206-664-213,Seattle,5,224.5356123967408
b7642192-495e-410e-b609-d5ee81d2d2f6,Larry,Donaldson,LarryDonaldson@gmail.com,1!ZionTF,425-266-568,Everett,2,148.07931242894415
6aacb48a-d7be-42f5-ba83-091c7947c990,Brianna,Owens,BriannaOwens@gmail.com,1!ZionTF,425-437-149,Everett,5,294.4208212484558
e411e90a-6083-470d-a82e-6e15e956e4bd,David,Spencer,DavidSpencer@gmail.com,1!ZionTF,206-387-413,Seattle,3,258.5031450551529
65d6579a-883a-4169-b12a-dc1c869fe9f9,Teresa,Grant,TeresaGrant@gmail.com,1!ZionTF,425-428-448,Everett,4,209.44334590152363
30c01d56-ca93-4884-a75c-e1cc38a5add9,Paul,Simpson,PaulSimpson@gmail.com,1!ZionTF,425-415-987,Everett,2,512.0886653909034
23cdd56b-3134-4904-a604-addcb6c80eb2,Andrew,Jones,AndrewJones@gmail.com,1!ZionTF,425-296-146,Bellevue,5,536.3926832573532
fb1c4336-2044-4ab5-a8f1-6ecc39aea198,Danielle,Warren,DanielleWarren@gmail.com,1!ZionTF,425-236-378,Bellevue,4,291.94219332723645
5d501d7c-0115-4a6d-8462-e0b38d18bd27,Juan,Kramer,JuanKramer@gmail.com,1!ZionTF,206-284-997,Seattle,3,433.88839514854834
ae4c2ecc-039e-463c-ba45-1044eec4e3da,Nicolas,Lowe,NicolasLowe@gmail.com,1!ZionTF,206-127-298,Seattle,2,361.03886873190675
fcd3d091-763d-4cf1-9777-7bfb88d1eb7a,Caleb,Lopez,CalebLopez@gmail.com,1!ZionTF,425-392-961,Bellevue,4,531.4546689625895
269ec7e7-6cc3-4e6b-b628-b32cc26156ee,Brian,Osborn,BrianOsborn@gmail.com,1!ZionTF,425-757-455,Everett,5,600.3417555976625
f9c42587-4dd9-423d-b390-0ec4a4562eb5,Meredith,Anderson,MeredithAnderson@gmail.com,1!ZionTF,425-541-667,Everett,3,251.09063843886744
f1ea30c7-4497-4988-9cfb-08163adfb83d,Tammie,Smith,TammieSmith@gmail.com,1!ZionTF,253-937-976,Tacoma,5,544.4394397885178
3dad2650-564c-4ba6-96ae-f38ec915b187,Mary,Bentley,MaryBentley@gmail.com,1!ZionTF,425-366-456,Everett,5,308.5160790348128
69769992-9742-4a43-9c4f-ccb5c01b2133,Todd,Holden,ToddHolden@gmail.com,1!ZionTF,425-789-793,Bellevue,3,165.96835602360034
4f09f318-a7a2-4e0c-9cd1-1ffb64aa04a1,Spencer,Hardin,SpencerHardin@gmail.com,1!ZionTF,206-596-677,Seattle,2,78.341278621263
df5a6ccf-cfeb-477a-9d2f-a53d8702a0fb,Carl,Smith,CarlSmith@gmail.com,1!ZionTF,253-622-452,Tacoma,5,501.9031358498581
d6a7a4c2-320a-4fc0-94e4-578f7174bce8,William,Acosta,WilliamAcosta@gmail.com,1!ZionTF,253-227-195,Tacoma,2,400.32166349614226
2592377e-ccf4-4908-bd3e-e6bf91f93d09,Donna,Arnold,DonnaArnold@gmail.com,1!ZionTF,425-443-995,Bellevue,2,546.9530676306697
00e4b71e-c147-406d-b159-11f1af248d16,Erik,Johnson,ErikJohnson@gmail.com,1!ZionTF,253-134-288,Tacoma,5,597.3531431663499
600fec11-7fbc-44bf-aee2-4dcbed692fde,Karen,Smith,KarenSmith@gmail.com,1!ZionTF,425-364-959,Everett,5,561.7790076074008
173a652b-8609-4220-8bd2-9ea5a1a8e258,Tyler,Lee,TylerLee@gmail.com,1!ZionTF,206-549-538,Seattle,4,438.41068498119876
d3c337b3-2a33-47d2-8e2c-1f827796c6cc,Michael,Williams,MichaelWilliams@gmail.com,1!ZionTF,253-466-462,Tacoma,3,257.651377658914
c8ff9cf9-6366-49f0-b903-4064c45e0a9f,Stephen,Shields,StephenShields@gmail.com,1!ZionTF,425-711-154,Bellevue,5,487.7605266893705
bf928e89-3b0f-4f53-a994-cde9b48abf8e,Lisa,Palmer,LisaPalmer@gmail.com,1!ZionTF,425-196-647,Everett,4,330.1960396353783
395d6f8f-bca1-4d60-a497-aee4bded38f7,Caitlin,Ferguson,CaitlinFerguson@gmail.com,1!ZionTF,253-336-279,Tacoma,3,315.0381629507529
a7ba5094-402a-47f6-9cb9-16827334ef3f,Jose,House,JoseHouse@gmail.com,1!ZionTF,425-533-521,Bellevue,2,545.782442094106
